"('P1_a ', 'Idade')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')",Média de horas com trabalho doméstico e cuidado de pessoas,"('P1_d ', 'PCD')","('P1_i ', 'Estado onde mora')","('P1_i_2 ', 'Regiao onde mora')",Roubos de veículo,Roubos de carro,Roubos de moto,Roubos de bicicleta,Roubos fora do domicílio por região,"('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')","('P2_a ', 'Qual sua situação atual de trabalho?')","('P2_f ', 'Cargo Atual')","('P2_g ', 'Nivel')","('P2_h ', 'Faixa salarial')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P2_r ', 'Atualmente qual a sua forma de trabalho?')","('P2_s ', 'Qual a forma de trabalho ideal para você?')"
24,Feminino,Preta,17.100000000000001,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
38,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Mestrado,Outra opção,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
19,Masculino,Outra,17,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,,
26,Masculino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Não tenho graduação formal,,"Desempregado, buscando recolocação",,,,,,
31,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12,8,4,2,74,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
25,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12,8,4,2,74,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
49,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Não tenho graduação formal,,"Desempregado, buscando recolocação",,,,,,
32,Masculino,Parda,17.399999999999999,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,
40,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Doutorado ou Phd,Química / Física,Empregado (CLT),,,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
28,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12,8,4,2,74,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
22,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
31,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
31,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
24,Feminino,Parda,17.399999999999999,Não,Minas Gerais (MG),Sudeste,92,67,25,23,565,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35,Feminino,Branca,16.5,Não,Rio Grande do Sul (RS),Sul,12,8,4,2,74,Doutorado ou Phd,Química / Física,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30,Masculino,Parda,17.399999999999999,Não,Distrito Federal (DF),Centro-oeste,12,10,3,3,82,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
29,Masculino,Prefiro não informar,17,Não,Amazonas (AM),Norte,24,8,16,11,190,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
29,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
34,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Outra opção,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo 100% presencial
36,Masculino,Parda,17.399999999999999,Não,Ceará (CE),Nordeste,81,23,57,17,487,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
24,Masculino,Parda,17.399999999999999,Não,Santa Catarina (SC),Sul,12,8,4,2,74,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),,,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
27,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Acima de R$ 40.001/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
25,Feminino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),,,de R$ 2.001/mês a R$ 3.000/mês,de 4 a 6 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12,8,4,2,74,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
30,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28,Masculino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
25,Masculino,Parda,17.399999999999999,Não,Pernambuco (PE),Nordeste,81,23,57,17,487,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
34,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12,8,4,2,74,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (pós-graduação),,,,,,
26,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Negócios/Business Analyst,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
27,Feminino,Branca,16.5,Não,Ceará (CE),Nordeste,81,23,57,17,487,Doutorado ou Phd,Ciências Sociais,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),,,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo 100% remoto
33,Masculino,Branca,16.5,Não,Santa Catarina (SC),Sul,12,8,4,2,74,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26,Masculino,Branca,16.5,Não,Bahia (BA),Nordeste,81,23,57,17,487,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
29,Masculino,Preta,17.100000000000001,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Não tenho graduação formal,,Empreendedor ou Empregado (CNPJ),,,Acima de R$ 40.001/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
33,Masculino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,,
33,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92,67,25,23,565,Pós-graduação,Ciências Sociais,Empregado (CLT),Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
53,Feminino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92,67,25,23,565,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
24,Masculino,Parda,17.399999999999999,Não,Maranhão (MA),Nordeste,81,23,57,17,487,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Somente Estudante (graduação),,,,,,
45,Feminino,Parda,17.399999999999999,Não,Bahia (BA),Nordeste,81,23,57,17,487,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),,,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
33,Feminino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo 100% remoto
31,Feminino,Branca,16.5,Não,Rio Grande do Sul (RS),Sul,12,8,4,2,74,Mestrado,Ciências Sociais,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
36,Masculino,Branca,16.5,Não,Goiás (GO),Centro-oeste,12,10,3,3,82,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
32,Masculino,Amarela,17,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Mestrado,Outras Engenharias,Empregado (CLT),Analytics Engineer,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
43,Masculino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Servidor Público,,,de R$ 20.001/mês a R$ 25.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
24,Masculino,Branca,16.5,Não,Pernambuco (PE),Nordeste,81,23,57,17,487,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
32,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92,67,25,23,565,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),,,de R$ 30.001/mês a R$ 40.000/mês,de 4 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
36,Masculino,Parda,17.399999999999999,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,,de R$ 30.001/mês a R$ 40.000/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28,Masculino,Parda,17.399999999999999,Não,Bahia (BA),Nordeste,81,23,57,17,487,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
35,Masculino,Preta,17.100000000000001,Não,Minas Gerais (MG),Sudeste,92,67,25,23,565,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
37,Feminino,Branca,16.5,Não,Distrito Federal (DF),Centro-oeste,12,10,3,3,82,Pós-graduação,Outra opção,Estagiário,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto
42,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,"Desempregado, buscando recolocação",,,,,,
27,Masculino,Branca,16.5,Não,Santa Catarina (SC),Sul,12,8,4,2,74,Estudante de Graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),,,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
36,Masculino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Pós-graduação,Outra opção,Servidor Público,Outra Opção,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
40,Masculino,Parda,17.399999999999999,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
23,Masculino,Parda,17.399999999999999,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,
26,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12,8,4,2,74,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
25,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12,8,4,2,74,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
27,Feminino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
35,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Outra Opção,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo 100% remoto
40,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
32,Feminino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
31,Masculino,Preta,17.100000000000001,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Suporte/Analista Técnico,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 7 a 10 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
21,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
34,Masculino,Parda,17.399999999999999,Não,Minas Gerais (MG),Sudeste,92,67,25,23,565,Pós-graduação,Outras Engenharias,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
43,Masculino,Parda,17.399999999999999,Não,Goiás (GO),Centro-oeste,12,10,3,3,82,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo 100% presencial
26,Masculino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Estudante de Graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
27,Masculino,Amarela,17,Não,São Paulo (SP),Sudeste,92,67,25,23,565,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
35,Masculino,Parda,17.399999999999999,Não,Bahia (BA),Nordeste,81,23,57,17,487,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Freelancer,,,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,Modelo 100% presencial,Modelo 100% remoto
29,Masculino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92,67,25,23,565,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
41,Masculino,Branca,16.5,Não,Rio Grande do Sul (RS),Sul,12,8,4,2,74,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,,de R$ 30.001/mês a R$ 40.000/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12,8,4,2,74,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,
29,Masculino,Branca,16.5,Não,Pará (PA),Norte,24,8,16,11,190,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo 100% remoto
23,Feminino,Branca,16.5,Não,Paraná (PR),Sul,12,8,4,2,74,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
